deviceId,latitude,longitude,deviceAlias,receivedDateTime,eventDateTime,address,HDOP,speed,heading,batteryBackup,ignitionEnabledFlag,deviceSerialNumber,DriverID,JourneyID,,EventType
3.56E+14,42.48468,-83.24575,OpenText 1,2018-10-29T17:51:16.3166667,2018-10-29T17:50:58,"20609 Knob Woods Drive, Southfield, MI 48076, USA",0,13,212,14.7,FALSE,183105270,maddep0823,PT101801,,
3.56E+14,42.48419,-83.24567,OpenText 1,2018-10-29T17:51:23.02,2018-10-29T17:51:07,"20623 Knob Woods Drive, Southfield, MI 48076, USA",0.6,11.1,169,14.6,FALSE,183105270,maddep0823,PT101801,,
3.56E+14,42.48409,-83.24561,OpenText 1,2018-10-29T17:51:23.6433333,2018-10-29T17:51:09,"20631 Knob Woods Drive, Southfield, MI 48076, USA",1.2,14.2,162,14.6,FALSE,183105270,maddep0823,PT101801,,
3.56E+14,42.48367,-83.24573,OpenText 1,2018-10-29T17:51:46.0966667,2018-10-29T17:51:30,"20633 Knob Woods Drive, Southfield, MI 48076, USA",0,11.1,245,14.7,FALSE,183105270,maddep0823,PT101801,,
3.56E+14,42.48379,-83.24567,OpenText 1,2018-10-29T17:51:49.5333333,2018-10-29T17:51:31,"20631 Knob Woods Drive, Southfield, MI 48076, USA",0,10.5,224,14.6,FALSE,183105270,maddep0823,PT101801,,
3.56E+14,42.484,-83.24543,OpenText 1,2018-10-29T17:51:50.58,2018-10-29T17:51:41,"20631 Knob Woods Drive, Southfield, MI 48076, USA",1.2,11.1,89,14.7,FALSE,183105270,maddep0823,PT101801,,
3.56E+14,42.48418,-83.2457,OpenText 1,2018-10-29T17:52:07.2066667,2018-10-29T17:52:03,"20623 Knob Woods Drive, Southfield, MI 48076, USA",0,11.1,254,14.7,FALSE,183105270,maddep0823,PT101801,,
3.56E+14,42.48417,-83.24505,OpenText 1,2018-10-29T17:52:07.4566667,2018-10-29T17:51:55,"(26301 - 26999) Central Park Blvd, Southfield, MI 48076, USA",1.8,14.9,7,14.6,FALSE,183105270,maddep0823,PT101801,,Accelerate
3.56E+14,42.48423,-83.24544,OpenText 1,2018-10-29T17:52:10.3633333,2018-10-29T17:51:59,"(26301 - 26999) Central Park Blvd, Southfield, MI 48076, USA",0,16.7,279,14.6,FALSE,183105270,maddep0823,PT101801,,
3.56E+14,42.48414,-83.24569,OpenText 1,2018-10-29T17:52:10.66,2018-10-29T17:52:04,"20631 Knob Woods Drive, Southfield, MI 48076, USA",0,11.1,228,14.7,FALSE,183105270,maddep0823,PT101801,,
3.56E+14,42.48415,-83.24564,OpenText 1,2018-10-29T17:52:12.3933333,2018-10-29T17:52:05,"20631 Knob Woods Drive, Southfield, MI 48076, USA",1.2,12.4,203,14.7,FALSE,183105270,maddep0823,PT101801,,
3.56E+14,42.48417,-83.24515,OpenText 1,2018-10-29T17:52:16.66,2018-10-29T17:51:56,"(26301 - 26999) Central Park Blvd, Southfield, MI 48076, USA",1.8,16.7,295,14.6,FALSE,183105270,maddep0823,PT101801,,
3.56E+14,42.48415,-83.24556,OpenText 1,2018-10-29T17:52:16.74,2018-10-29T17:52:06,"20631 Knob Woods Drive, Southfield, MI 48076, USA",2.4,14.9,137,14.7,FALSE,183105270,maddep0823,PT101801,,Accelerate
3.56E+14,42.4843,-83.24499,OpenText 1,2018-10-29T17:52:49.99,2018-10-29T17:52:19,"(26301 - 26999) Central Park Blvd, Southfield, MI 48076, USA",2.1,16.1,318,14.5,FALSE,183105270,maddep0823,PT101801,,
3.56E+14,42.48425,-83.24489,OpenText 1,2018-10-29T17:52:53.6166667,2018-10-29T17:52:17,"(26301 - 26999) Central Park Blvd, Southfield, MI 48076, USA",1.2,11.1,54,14.5,FALSE,183105270,maddep0823,PT101801,,
3.56E+14,42.48428,-83.24494,OpenText 1,2018-10-29T17:52:55.32,2018-10-29T17:52:18,"(26301 - 26999) Central Park Blvd, Southfield, MI 48076, USA",0.6,11.8,343,14.5,FALSE,183105270,maddep0823,PT101801,,
3.56E+14,42.48433,-83.24542,OpenText 1,2018-10-29T17:52:55.35,2018-10-29T17:52:23,"(26301 - 26999) Central Park Blvd, Southfield, MI 48076, USA",0,19.2,277,14.5,FALSE,183105270,maddep0823,PT101801,,
3.56E+14,42.4843,-83.24569,OpenText 1,2018-10-29T17:52:55.74,2018-10-29T17:52:26,"20619 Knob Woods Drive, Southfield, MI 48076, USA",0,16.1,253,14.5,FALSE,183105270,maddep0823,PT101801,,
3.56E+14,42.48418,-83.24549,OpenText 1,2018-10-29T17:52:55.8333333,2018-10-29T17:52:07,"20631 Knob Woods Drive, Southfield, MI 48076, USA",1.2,16.1,91,14.6,FALSE,183105270,maddep0823,PT101801,,
3.56E+14,42.4843,-83.24509,OpenText 1,2018-10-29T17:52:55.8666667,2018-10-29T17:52:20,"(26301 - 26999) Central Park Blvd, Southfield, MI 48076, USA",1.8,18,295,14.5,FALSE,183105270,maddep0823,PT101801,,
3.56E+14,42.48406,-83.24571,OpenText 1,2018-10-29T17:52:55.91,2018-10-29T17:52:31,"20631 Knob Woods Drive, Southfield, MI 48076, USA",0,12.4,158,14.5,FALSE,183105270,maddep0823,PT101801,,
3.56E+14,42.48427,-83.24575,OpenText 1,2018-10-29T17:52:57.3033333,2018-10-29T17:52:27,"20619 Knob Woods Drive, Southfield, MI 48076, USA",0,15.5,236,14.5,FALSE,183105270,maddep0823,PT101801,,
3.56E+14,42.48404,-83.24567,OpenText 1,2018-10-29T17:53:01.82,2018-10-29T17:52:32,"20631 Knob Woods Drive, Southfield, MI 48076, USA",0,10.5,142,14.5,FALSE,183105270,maddep0823,PT101801,,
3.56E+14,42.48421,-83.24578,OpenText 1,2018-10-29T17:53:01.9266667,2018-10-29T17:52:28,"20621 Knob Woods Drive, Southfield, MI 48076, USA",0,14.9,207,14.5,FALSE,183105270,maddep0823,PT101801,,
3.56E+14,42.484,-83.24548,OpenText 1,2018-10-29T17:53:22.0066667,2018-10-29T17:53:09,"20631 Knob Woods Drive, Southfield, MI 48076, USA",0,0,140,12.9,FALSE,183105270,maddep0823,PT101801,,
3.56E+14,42.48399,-83.24553,OpenText 1,2018-10-29T17:54:05.9766667,2018-10-29T17:53:25,"20631 Knob Woods Drive, Southfield, MI 48076, USA",0,0,0,12.9,FALSE,183105270,maddep0823,PT101801,,IgnitionOff
3.56E+14,42.48414,-83.24545,OpenText 1,2018-10-29T20:41:09.53,2018-10-29T20:41:02,"(26301 - 26999) Central Park Blvd, Southfield, MI 48076, USA",0,0,70,15,FALSE,183105270,toddp1109,PT101802,,IgnitionOn
3.56E+14,42.48411,-83.24537,OpenText 1,2018-10-29T20:42:01.2033333,2018-10-29T20:41:50,"(26301 - 26999) Central Park Blvd, Southfield, MI 48076, USA",1.2,11.1,86,15.1,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.4842,-83.24504,OpenText 1,2018-10-29T20:42:23.97,2018-10-29T20:42:06,"(26301 - 26999) Central Park Blvd, Southfield, MI 48076, USA",1.8,10.5,279,14.8,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.48394,-83.24489,OpenText 1,2018-10-29T20:42:59.7066667,2018-10-29T20:42:38,"(26301 - 26999) Central Park Blvd, Southfield, MI 48076, USA",1.2,10.5,154,14.6,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.48399,-83.24538,OpenText 1,2018-10-29T20:43:04.4866667,2018-10-29T20:42:45,"(26301 - 26999) Central Park Blvd, Southfield, MI 48076, USA",0,13.6,257,14.5,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.48411,-83.24549,OpenText 1,2018-10-29T20:43:06.1766667,2018-10-29T20:42:22,"20631 Knob Woods Drive, Southfield, MI 48076, USA",1.8,13.6,96,14.6,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.4841,-83.24559,OpenText 1,2018-10-29T20:43:06.1766667,2018-10-29T20:42:20,"20631 Knob Woods Drive, Southfield, MI 48076, USA",0.6,10.5,123,14.6,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.48394,-83.245,OpenText 1,2018-10-29T20:43:08.0033333,2018-10-29T20:42:40,"(26301 - 26999) Central Park Blvd, Southfield, MI 48076, USA",1.1,13,220,14.6,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.48394,-83.24494,OpenText 1,2018-10-29T20:43:08.05,2018-10-29T20:42:39,"(26301 - 26999) Central Park Blvd, Southfield, MI 48076, USA",1.2,11.8,178,14.6,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.48393,-83.24507,OpenText 1,2018-10-29T20:43:10.8,2018-10-29T20:42:41,"(26301 - 26999) Central Park Blvd, Southfield, MI 48076, USA",0.5,13.6,237,14.6,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.48413,-83.24542,OpenText 1,2018-10-29T20:43:40.63,2018-10-29T20:43:00,"(26301 - 26999) Central Park Blvd, Southfield, MI 48076, USA",0,14.2,66,14.5,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.48408,-83.24517,OpenText 1,2018-10-29T20:43:40.8166667,2018-10-29T20:43:03,"(26301 - 26999) Central Park Blvd, Southfield, MI 48076, USA",0,9.3,89,14.5,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.48415,-83.24552,OpenText 1,2018-10-29T20:43:41.24,2018-10-29T20:42:58,"20631 Knob Woods Drive, Southfield, MI 48076, USA",0,14.9,328,14.5,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.48454,-83.24545,OpenText 1,2018-10-29T20:43:43.5833333,2018-10-29T20:43:24,"(26301 - 26999) Central Park Blvd, Southfield, MI 48076, USA",0.6,14.2,358,14.6,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.48471,-83.24555,OpenText 1,2018-10-29T20:43:43.7533333,2018-10-29T20:43:27,"20607 Knob Woods Drive, Southfield, MI 48076, USA",0,12.4,36,14.6,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.48469,-83.2456,OpenText 1,2018-10-29T20:43:44.69,2018-10-29T20:43:26,"20609 Knob Woods Drive, Southfield, MI 48076, USA",0,13.6,16,14.5,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.48408,-83.24569,OpenText 1,2018-10-29T20:43:44.7866667,2018-10-29T20:42:52,"20631 Knob Woods Drive, Southfield, MI 48076, USA",1.1,11.1,274,14.5,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.48474,-83.24542,OpenText 1,2018-10-29T20:43:47.6466667,2018-10-29T20:43:29,"(26301 - 26999) Central Park Blvd, Southfield, MI 48076, USA",0,16.1,68,14.5,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.48408,-83.24493,OpenText 1,2018-10-29T20:43:48.8166667,2018-10-29T20:43:07,"(26301 - 26999) Central Park Blvd, Southfield, MI 48076, USA",1.2,10.5,92,14.5,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.48473,-83.24533,OpenText 1,2018-10-29T20:43:51.0366667,2018-10-29T20:43:30,"(26301 - 26999) Central Park Blvd, Southfield, MI 48076, USA",1.8,18,84,14.5,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.4849,-83.2443,OpenText 1,2018-10-29T20:43:59.66,2018-10-29T20:43:47,"(26000 - 26348) Central Park Boulevard, Southfield, MI 48076, USA",3.1,15.5,19,14.5,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.48483,-83.24431,OpenText 1,2018-10-29T20:44:02.52,2018-10-29T20:43:46,"(26000 - 26348) Central Park Boulevard, Southfield, MI 48076, USA",0.6,12.4,47,14.5,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.48497,-83.24431,OpenText 1,2018-10-29T20:44:03.16,2018-10-29T20:43:48,"(26000 - 26348) Central Park Boulevard, Southfield, MI 48076, USA",3.1,18.6,2,14.5,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.48618,-83.24454,OpenText 1,2018-10-29T20:44:12.3633333,2018-10-29T20:44:00,"(26702 - 26998) Central Park Boulevard, Southfield, MI 48076, USA",0,22.9,346,14.5,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.48753,-83.24484,OpenText 1,2018-10-29T20:44:44.32,2018-10-29T20:44:37,"20357 11 Mile Rd, Southfield, MI 48034, USA",1.8,19.8,281,14.5,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.48749,-83.24468,OpenText 1,2018-10-29T20:44:47.2733333,2018-10-29T20:44:35,"20343 11 Mile Rd, Southfield, MI 48034, USA",1.2,14.2,326,14.5,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.48752,-83.24525,OpenText 1,2018-10-29T20:44:56.49,2018-10-29T20:44:40,"20395 11 Mile Rd, Southfield, MI 48034, USA",2.4,29.2,265,14.5,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.48705,-83.25134,OpenText 1,2018-10-29T20:45:13.9433333,2018-10-29T20:45:03,"20949 11 Mile Road, Southfield, MI 48076, USA",0,56.5,260,14.5,FALSE,183105270,toddp1109,PT101802,,HardAcceleration
3.56E+14,42.48586,-83.27314,OpenText 1,2018-10-29T20:46:20.6033333,2018-10-29T20:46:08,"26949 Northwestern HighWay, Southfield, MI 48033, USA",0,63.3,281,14.7,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.48691,-83.27696,OpenText 1,2018-10-29T20:46:34.15,2018-10-29T20:46:20,"27007 Northwestern Dr HighWay, Southfield, MI 48033, USA",0,59,297,14.6,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.49137,-83.28761,OpenText 1,2018-10-29T20:47:04.28,2018-10-29T20:46:57,"28529 Northwestern HighWay, Southfield, MI 48034, USA",0.6,64,313,14.7,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.49404,-83.2919,OpenText 1,2018-10-29T20:47:42.5433333,2018-10-29T20:47:13,"28713 Northwestern HighWay, Southfield, MI 48034, USA",0.6,65.2,295,14.6,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.49229,-83.28887,OpenText 1,2018-10-29T20:47:42.8733333,2018-10-29T20:47:02,"28571 Northwestern HighWay, Southfield, MI 48034, USA",0.6,64.6,314,14.7,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.4945,-83.29398,OpenText 1,2018-10-29T20:47:46.8266667,2018-10-29T20:47:19,"28787 Northwestern Hwy, Southfield, MI 48034, USA",0,66.5,278,14.6,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.49447,-83.29619,OpenText 1,2018-10-29T20:47:52.3733333,2018-10-29T20:47:25,"28889 Northwestern HighWay, Southfield, MI 48034, USA",0,67.7,261,14.7,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.49075,-83.33096,OpenText 1,2018-10-29T20:49:20.97,2018-10-29T20:49:01,"28001 W Greenmeadow Cir, Farmington, MI 48334, USA",0,59,278,14.7,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.49083,-83.33155,OpenText 1,2018-10-29T20:49:22.9833333,2018-10-29T20:49:03,"28019 W Greenmeadow Cir, Farmington, MI 48334, USA",0,52.2,281,14.7,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.49591,-83.3659,OpenText 1,2018-10-29T20:51:16.38,2018-10-29T20:51:02,"27502 Kingsgate, Farmington, MI 48334, USA",0.6,70.2,266,14.6,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.49368,-83.40565,OpenText 1,2018-10-29T20:53:09.6933333,2018-10-29T20:53:02,"36392 Howard Rd, Farmington, MI 48331, USA",0,31.6,264,14.7,FALSE,183105270,toddp1109,PT101802,,HardBrake
3.56E+14,42.49358,-83.40702,OpenText 1,2018-10-29T20:53:29.38,2018-10-29T20:53:12,"36564 Howard Rd, Farmington, MI 48331, USA",0,18.6,260,14.6,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.49168,-83.41708,OpenText 1,2018-10-29T20:54:32.6,2018-10-29T20:54:26,"(26852 - 26998) Halsted Rd, Farmington, MI 48331, USA",0,29.2,242,14.7,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.48943,-83.42456,OpenText 1,2018-10-29T20:55:43.8866667,2018-10-29T20:55:03,"(37788 - 39000) Hill Tech Drive, Farmington, MI 48331, USA",0,45.3,254,14.6,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.48639,-83.43426,OpenText 1,2018-10-29T20:55:59.15,2018-10-29T20:55:41,"26408 Haggerty Road, Novi, MI 48377, USA",0.6,60.9,258,14.5,FALSE,183105270,toddp1109,PT101802,,Accelerate
3.56E+14,42.48622,-83.44042,OpenText 1,2018-10-29T20:56:13.98,2018-10-29T20:55:59,"39689 Neston Dr Street, Novi, MI 48377, USA",0.6,63.3,275,14.7,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.4867,-83.44286,OpenText 1,2018-10-29T20:56:13.9966667,2018-10-29T20:56:06,"26809 Lowery St, Novi, MI 48377, USA",0.5,68.3,293,14.6,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.48762,-83.44479,OpenText 1,2018-10-29T20:56:29.0433333,2018-10-29T20:56:12,"26847 Lowery Street, Novi, MI 48377, USA",0.6,70.8,310,14.6,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.49053,-83.44718,OpenText 1,2018-10-29T20:56:34.12,2018-10-29T20:56:24,"40441 W 12 Mile Rd, Novi, MI 48377, USA",0,69.6,345,14.6,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.48895,-83.4463,OpenText 1,2018-10-29T20:56:35.0433333,2018-10-29T20:56:18,"39696 Blakeston Street, Novi, MI 48377, USA",0,70.2,328,14.6,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.49218,-83.44738,OpenText 1,2018-10-29T20:57:09.98,2018-10-29T20:56:30,"40441 W 12 Mile Rd, Novi, MI 48377, USA",0,67.7,2,14.6,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.50085,-83.44537,OpenText 1,2018-10-29T20:57:17.6233333,2018-10-29T20:57:02,"27871 Cabot Drive, Novi, MI 48377, USA",0,62.7,1,14.6,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.52848,-83.44519,OpenText 1,2018-10-29T20:59:17.9866667,2018-10-29T20:59:02,"39856 14 Mile Road, Walled Lake, MI 48390, USA",0,58.4,351,14.6,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.52942,-83.44544,OpenText 1,2018-10-29T20:59:22.0166667,2018-10-29T20:59:06,"39900 14 Mile Road, Walled Lake, MI 48390, USA",0.6,59.6,346,14.6,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.54206,-83.45149,OpenText 1,2018-10-29T21:01:12.0033333,2018-10-29T21:00:57,"2405 E West Maple Rd, Walled Lake, MI 48390, USA",1.2,55.3,2,14.6,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.54346,-83.45128,OpenText 1,2018-10-29T21:01:16.94,2018-10-29T21:01:03,"2425 E West Maple Rd, Walled Lake, MI 48390, USA",0,57.7,9,14.6,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.54506,-83.45076,OpenText 1,2018-10-29T21:01:27.02,2018-10-29T21:01:10,"2700 Crumb Rd, Walled Lake, MI 48390, USA",0,59.6,19,14.5,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.55313,-83.44778,OpenText 1,2018-10-29T21:01:51.3633333,2018-10-29T21:01:46,"2846 N Pontiac Trl, Walled Lake, MI 48390, USA",0,49,346,14.6,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.55206,-83.44764,OpenText 1,2018-10-29T21:02:00.88,2018-10-29T21:01:41,"1558 Rock Rd, Walled Lake, MI 48390, USA",0,55.9,3,14.6,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.5542,-83.44823,OpenText 1,2018-10-29T21:02:01.0033333,2018-10-29T21:01:54,"2846 N Pontiac Trl, Walled Lake, MI 48390, USA",0,24.2,9,14.6,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.55472,-83.44812,OpenText 1,2018-10-29T21:02:13.2233333,2018-10-29T21:01:59,"(2850 - 2870) Pontiac Trail, Walled Lake, MI 48390, USA",0.6,26.1,345,14.6,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.55492,-83.44828,OpenText 1,2018-10-29T21:02:13.24,2018-10-29T21:02:01,"(2850 - 2870) Pontiac Trail, Walled Lake, MI 48390, USA",1.8,30.4,320,14.6,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.55687,-83.44987,OpenText 1,2018-10-29T21:02:26.3966667,2018-10-29T21:02:16,"2514 Kingstowne Dr, Walled Lake, MI 48390, USA",0,37.2,354,14.6,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.55735,-83.44979,OpenText 1,2018-10-29T21:02:26.4266667,2018-10-29T21:02:20,"2514 Kingstowne Dr, Walled Lake, MI 48390, USA",0,26.1,28,14.5,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.55607,-83.44962,OpenText 1,2018-10-29T21:02:26.49,2018-10-29T21:02:11,"2500 Kingstowne Dr, Walled Lake, MI 48390, USA",0,39.7,336,14.5,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.55725,-83.44985,OpenText 1,2018-10-29T21:02:31.38,2018-10-29T21:02:19,"2514 Kingstowne Dr, Walled Lake, MI 48390, USA",0,26.7,10,14.6,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.55767,-83.44958,OpenText 1,2018-10-29T21:03:07.43,2018-10-29T21:02:24,"2514 Kingstowne Dr, Walled Lake, MI 48390, USA",3.1,25.4,359,14.6,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.55907,-83.44923,OpenText 1,2018-10-29T21:03:42.4,2018-10-29T21:02:33,"8903 Campbell Creek Blvd Drive, Walled Lake, MI 48390, USA",4.3,53.4,359,14.5,FALSE,183105270,toddp1109,PT101802,,HardAcceleration
3.56E+14,42.55818,-83.44947,OpenText 1,2018-10-29T21:03:46.4766667,2018-10-29T21:02:28,"8903 Campbell Creek Blvd Drive, Walled Lake, MI 48390, USA",3.1,39.1,19,14.5,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.56023,-83.44986,OpenText 1,2018-10-29T21:04:13.07,2018-10-29T21:02:38,"8903 Campbell Creek Blvd Drive, Walled Lake, MI 48390, USA",3.7,73.3,326,14.6,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.55952,-83.44934,OpenText 1,2018-10-29T21:04:17.3366667,2018-10-29T21:02:35,"8903 Campbell Creek Blvd Drive, Walled Lake, MI 48390, USA",3.6,62.7,343,14.6,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.56281,-83.45129,OpenText 1,2018-10-29T21:04:17.3666667,2018-10-29T21:02:48,"2798 Duffers Ln, Walled Lake, MI 48390, USA",0,60.9,4,14.5,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.56204,-83.45123,OpenText 1,2018-10-29T21:04:17.4133333,2018-10-29T21:02:45,"2776 Duffers Ln, Walled Lake, MI 48390, USA",0,64.6,345,14.6,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.56546,-83.44971,OpenText 1,2018-10-29T21:04:17.82,2018-10-29T21:03:03,"8504 P G A Drive, Walled Lake, MI 48390, USA",0,19.2,0,14.6,FALSE,183105270,toddp1109,PT101802,,HardBrake
3.56E+14,42.56495,-83.44978,OpenText 1,2018-10-29T21:04:18.5866667,2018-10-29T21:02:59,"8524 P G A Drive, Walled Lake, MI 48390, USA",0,39.1,16,14.6,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.56329,-83.45111,OpenText 1,2018-10-29T21:04:20.6166667,2018-10-29T21:02:50,"8694 P G A Drive, Walled Lake, MI 48390, USA",0.5,61.5,20,14.6,FALSE,183105270,toddp1109,PT101802,,
3.56E+14,42.56432,-83.45026,OpenText 1,2018-10-29T21:04:25.65,2018-10-29T21:02:55,"8590 P G A Drive, Walled Lake, MI 48390, USA",0,51.5,36,14.6,FALSE,183105270,toddp1109,PT101802,,
